variable,moy_traite,moy_temoin,sd_traite,var_ratio,smd,echantillon
jours_indemnises_m9,0.2206305387983415,0.5156054852052718,2.449846645992634,0.4259106283834718,-0.12040547390565819,Avant appariement
jours_indemnises_m8,0.1720976968756008,0.42872112074987617,2.1615384077158155,0.40268536119018766,-0.11872258339626714,Avant appariement
jours_indemnises_m7,0.12908596904258368,0.34951883792903443,1.8617451483958292,0.36900737033812575,-0.11840120495352788,Avant appariement
jours_indemnises_m6,0.09317333468761449,0.277333942988751,1.5663981103940499,0.33209198158651815,-0.11756947807783572,Avant appariement
jours_indemnises_m5,0.06429812565068978,0.21556822848530266,1.2922732270909474,0.2916677437614454,-0.1170573681040649,Avant appariement
jours_indemnises_m4,0.04588473858141467,0.16697996181186203,1.0859079167577652,0.2666854336717102,-0.11151518592110993,Avant appariement
jours_indemnises_m3,0.0345377971407739,0.1304366233557297,0.9377202149252194,0.2540860888875796,-0.10226805894613615,Avant appariement
jours_indemnises_m2,0.02682564960151486,0.10346572170076927,0.8234509921605887,0.25118092992944346,-0.09307180734358522,Avant appariement
jours_indemnises_m1,0.023568119737801495,0.08483524485709085,0.7622353920848978,0.26767672708305584,-0.08037822142016914,Avant appariement
niv_dipBac,0.1965763288581596,0.1936523863352512,0.39740992527222846,1.0114195437965658,0.0073574974779642855,Avant appariement
niv_dipinferieur_bac,0.3823244543274724,0.525851083196796,0.48595609123255085,0.9471431123337022,-0.29534896559335416,Avant appariement
niv_dipmanquant,0.0046214844614374485,0.00516090245936689,0.06782435425426166,0.8959668057187486,-0.007953160835225322,Avant appariement
niv_dipsuperieur,0.4164777323529305,0.27533562800858596,0.49297556976933016,1.2180091588672688,0.2863064885961526,Avant appariement
qualif_classecadre,0.2373099623098716,0.15095745536602612,0.42543460209919404,1.4121495135643942,0.20297480862572528,Avant appariement
qualif_classemanquant,0.029187177375765865,0.03393113434011152,0.16833118796089033,0.864414001474553,-0.02818228173764123,Avant appariement
qualif_classeouvrier_employe_non_qualifie,0.14521037911408247,0.21844292312837904,0.3523134615354175,0.7270409555621912,-0.20786189575368988,Avant appariement
qualif_classeouvrier_employe_qualifie,0.45969260236007675,0.5075169666255996,0.49837356941340644,0.993727357061231,-0.09596087593853125,Avant appariement
naf_64AZ2,7.545280753367263e-4,5.652013768051516e-4,0.027458359341826274,1.3347212389042635,0.006895047740277057,Avant appariement
